_id;um_id;m_id;interpretacija
722;722;2;NBMPJXZZYGEUX
723;723;30;DDWZFMMCXXVFVGKTHZ
724;724;49;YFSOHMYSHHA
725;725;38;IGOIMUUAYRIO
726;726;35;YYMYVZKGRZGLCJXDJFQ
727;727;12;GUSQMZ
728;728;26;KCOXBRDSNIHNJLMC
729;729;6;BSPZJGTFYKRMN
730;730;9;YTESVKIDPZFZRWKTCEE
731;731;44;CNVUMCVAPAOPWPRCGO
732;732;23;CTCCFBWKFNAHQUCIVF
733;733;25;CQRSBGTWIBQBYWT
734;734;49;OQYYXHSABSRSRXCDBQG
735;735;29;DNEYNGCLZPZTZTPGLH
736;736;46;BSMZHJTHHP
737;737;37;DOYSBTTMJYHRCWPNAPZ
738;738;12;KSMUGR
739;739;37;QLRRCNWFOBXYBUKCTO
740;740;25;MXVBSDCWDRCTGHFDWOZ
741;741;27;UXGTQBMFCNZIETQPJR
742;742;35;NLXOQUG
743;743;8;LJQEQLPNUJT
744;744;20;WWLUNOA
745;745;30;CXDYUUPBQMUTMQQJN
746;746;24;MEKXTNAB
747;747;31;GSGJH
748;748;48;ZAKQDQVEKTBWMW
749;749;49;ENWEKP
750;750;8;XGGANUSSWQQYVM
751;751;8;UUNWKYDURCCLDJXURDHV
752;752;48;KWEEXKORJJZOZSVZXA
753;753;46;QRLWMQ
754;754;40;WPTXSZ
755;755;6;PMEKPCLOZIH
756;756;35;KTPHTCG
757;757;32;GUVYKVGEWZDSFXBQMAG
758;758;7;VSSWNYTXVLASEAG
759;759;36;XSHNQLALOK
760;760;36;GDBQBFKBUNIJOMTVN
761;761;46;RXQRBROGKXSFVPQJG
762;762;47;QNYXMCFWDAYFCVKPIQ
763;763;26;ATYPPNJOPIVVNY
764;764;4;WVBPF
765;765;22;WGUICCPCNUGKAEK
766;766;26;PAAYRDFEG
767;767;25;IDMQRVJUECYHJXNPFTB
768;768;45;IUUQOHGWHAXLMYTLYIVQ
769;769;23;DJJGFGD
770;770;49;VQYFMIJP
771;771;46;PYCPMHZJQBRSMAVWG
772;772;1;UQUETENGBOQSLBZN
773;773;37;RDRAZNOTFNVB
774;774;35;CCBISWW
775;775;17;OZIVEHCPITGHH
776;776;23;HSLUGXLULZK
777;777;23;WZITNXFI
778;778;23;MBECADEUZETYBNLTDS
779;779;1;PFMVXNVKWXZHGVNUYVDM
780;780;21;JWKXOIWXI
781;781;45;PYAECMDWNSWTYOQUNE
782;782;37;OJFVZGAHQAJB
783;783;18;VHSHDIS
784;784;40;IWHBLTOTSR
785;785;7;YYZIRORUJ
786;786;26;DUBZDVFWCQPHPLDHOWR
787;787;20;APQVGBMKL
788;788;45;HHYYOEORTFFTT
789;789;28;MWNQLNOO
790;790;45;BFDGCGSVBTHYTQH
791;791;33;LQMBNJRZSO
792;792;8;QEFAY
793;793;26;GXWAQBZHQ
794;794;20;SRBDROMZBMI
795;795;26;QEZPP
796;796;44;GAPSYKJBWAQ
797;797;37;GBEDSZPE
798;798;26;PSILXJNOAJSREUJLM
799;799;42;QUVMEBXOAKNFGVFXRLN
800;800;1;IKRYSSHQNMUHSSIDZZJK
801;801;24;SJIWF
802;802;6;IRAYN
803;803;26;CZNVVYFR
804;804;6;NLGTDQQNMN
805;805;2;WLSHRONAPMDQYJDTWFF
806;806;35;UUJWXTACJGXGGU
807;807;4;HPHJIOYRGA
808;808;42;YQZMBDNODZVXEXX
809;809;31;FDVRTNYKFTBKGJTYFVDW
810;810;31;RAAZSLMCZYJZ
811;811;23;VTBJMAKAVGW
812;812;31;BHPCEHOTUYOPMATHGURL
813;813;29;KRAZRINKZBXXLJ
814;814;10;GMBMACAKDQEZ
815;815;47;UMJVKMCRQDVO
816;816;14;YVQGYAZSUER
817;817;29;MOEZQGEMQMXCJTYV
818;818;38;AZQKVHST
819;819;22;UBCLJJWBOG
820;820;47;BDMBPMYFFGJW
821;821;15;YVTLCPWOBKFZG
822;822;5;CIWEEVXMSNOWNLXTIEYG
823;823;27;DZIFTPBNJNBT
824;824;36;PZZMQNM
825;825;36;WNFKVYNMATASUT
826;826;5;YCLTWCLG
827;827;26;LDOFQDEYUQ
828;828;33;XKSCYZYKRWTHANFQ
829;829;46;MRODTUXZN
830;830;6;NJOLHS
831;831;12;MHGKRDGZGDN
832;832;43;YMHFFKDSLPKWN
833;833;50;BZAQRVZAS
834;834;50;MRTRKQVIMMPWCNHEKQ
835;835;9;QGWBLRHNTZSRICKAVIDJ
836;836;49;WXFTAN
837;837;30;XEXXSIZVUP
838;838;26;WVQGWTGGM
839;839;43;UYBTIZG
840;840;21;PHNNJSATRREHRDK
841;841;16;BCYJSTTHLQYAFXLK
842;842;47;IIIEKDVMNQOEAZWNPOV
843;843;14;KJYTHRNZ
844;844;4;PVXXD
845;845;14;UVKXATLQOXRR
846;846;42;GXRDCWZBWYWD
847;847;20;GKHGDQ
848;848;36;QVWREAECBJRNJEPTOB
849;849;14;ORRWSLMQHHPXOW
850;850;39;CBIOZJUNYL
851;851;36;BXFGHUUZLBD
852;852;42;FRJNSWULGZCJSPG
853;853;22;TJGKGDJBECTQRZ
854;854;24;YYYLGCZXNTOH
855;855;31;CTCNOWPL
856;856;10;KTDFLNCRPTHJLXR
857;857;37;WEJBAWQVR
858;858;15;LDZXWAURPYZHUTD
859;859;21;JLIETV
860;860;15;FJMGNRKDIGMBLXHBGSU
861;861;22;DMEDEZBJTDZOHUGUN
862;862;34;NPYQUXPOBBSX
863;863;13;KICXUUKIEVSIQXAWSHMM
864;864;32;UTWYQGMAJHSARUVPUCY
865;865;34;AIPMDVQSE
866;866;2;MQEEAINM
867;867;10;CLKBSDGR
868;868;36;NVWYZYPPOT
869;869;8;WDOUBRDDZKEXSFHRLUNL
870;870;25;UHDSAQZFMIDOPHZQ
871;871;32;ODMMQMNMT
872;872;16;FMBSBZCIYQUMCFKYP
873;873;26;IJIGGUKWWSKWXYYNTE
874;874;24;SMHKTYXWGHTTKIQJ
875;875;20;TPVNGFJWVDCXDMLYJLH
876;876;38;HDFOSOWYUZAG
877;877;50;DIIWRHFBI
878;878;36;GMRVH
879;879;38;SYTCDYUYYZP
880;880;29;BPXBJSNDBBWPQBYSAFE
881;881;29;ZBVXPUPQHK
882;882;44;JIGGULCLHY
883;883;17;ZPYXINGIURUJMFKOZYTD
884;884;43;DKSFTLYMYQMSUYJDCPM
885;885;36;VTIWUFTAWHSGXRPLX
886;886;39;OBOMWVK
887;887;34;CPXZCDPMKIDQJIMXEA
888;888;49;XHBVM
889;889;30;FOOXIC
890;890;3;DCIHOTIJICKHBM
891;891;35;DIMFVCCUZLNKIGWAXB
892;892;2;XJZZQAPMRUYO
893;893;13;YJCNPKPTUZNGZFP
894;894;43;NDXAHFFFSEHDO
895;895;6;SUXKP
896;896;16;WCTEACFIQGDQGKNOXRZO
897;897;28;EUIUCENRZDUAJODWGI
898;898;27;WSRCPQORYTNSNDBIY
899;899;50;YDBWRMOPAOCNNWE
900;900;46;EWYGD
901;901;20;QJDSHODMLRKU
902;902;4;ZXOFOENM
903;903;43;NSONOFWDBVMBDM
904;904;38;SDQWNWCDECFFJAUEGE
905;905;44;PRXBPIENVICWT
906;906;26;IJNPOMCMASVTL
907;907;13;MMSJUH
908;908;9;DQYIIBWKOI
909;909;50;PCWAQRXFEUGKCUSUPPO
910;910;25;UITJRHWK
911;911;22;ZBGOKVHAEY
912;912;2;DAIAUY
913;913;40;DXPGTDVDCJRHANQF
914;914;4;EMJOJCCWKTYAKLVY
915;915;39;NTKWQSI
916;916;1;RBYBBLYAOSLKAFIMJSJ
917;917;42;YJARIOQI
918;918;6;WKZMDYXINDRD
919;919;38;SFAJPNTB
920;920;11;QJXJMWNSX
921;921;15;HDRUCOBARCOBAIZO
922;922;12;TSBNRFIKPBQDJINTIASY
923;923;45;JHWXZPR
924;924;31;SKDUZDPJVNYL
925;925;42;QPOWKFRPZNXFVNJOLSA
926;926;48;KBMBHMT
927;927;27;EIQCPGBTCTRFIK
928;928;13;RGLCCQMEKDVCUP
929;929;1;FAPKAIRTCVARDQCNXZG
930;930;22;LEMSUUEKDGJTENNB
931;931;31;YOZHGMCTJCDNH
932;932;23;QPGXWCWBMTGTWMN
933;933;17;PEWVNVVITNK
934;934;17;UUOSCLUGRLFKOJ
935;935;26;LULKNH
936;936;29;ELRQVXKET
937;937;24;ZIMJPSWGRCZAIBESUP
938;938;1;PJXVKEQVVOCQMXUMVK
939;939;50;MYDEBFFRCHATRKX
940;940;47;DQMXB
941;941;5;TIIOIAGE
942;942;44;NPTYPYD
943;943;6;KLPHQOFXCN
944;944;41;CHNISCWW
945;945;42;XUEQXSRUSD
946;946;2;QRXFC
947;947;29;KNJQSJIISFMVCXC
948;948;33;FEWIHLYXKPEDRKOQ
949;949;34;XTFMKTNTFLYRH
950;950;35;XNTUDBQSJRFFTXMVO
951;951;16;ZJTSZAFW
952;952;7;EGSXIDVO
953;953;32;YVZJBE
954;954;22;JGVZM
955;955;2;OMSFDIGWNR
956;956;21;UGENWZQZYDFBRWINY
957;957;14;QBGVUTDC
958;958;47;DDWCRNVNOWROZVW
959;959;36;TGMDRLNFYGJXKICTL
960;960;46;XGRJHNK
961;961;33;HDQXE
962;962;30;XLELRJQ
963;963;24;FWQFFXLSYWJDJNO
964;964;49;GUIXRNYQBDNOSYSBT
965;965;1;YPKEF
966;966;2;TGZODRAKTY
967;967;31;WYAEXPYQKVM
968;968;18;HMLLCDCSVNV
969;969;6;LUOWGFPJQSMZK
970;970;45;BJDIARECMXRKE
971;971;34;LPBCFHM
972;972;4;KLXWTMNWREMNEJAQLSZ
973;973;23;ELRMY
974;974;20;DXWJKUXPFMWFATWT
975;975;8;TTGBWEUWGXTPINBNOXO
976;976;43;OYHFICK
977;977;50;EZPCCNM
978;978;41;MHCUZQTLDMVR
979;979;34;DLJCDAGGLVJMDY
980;980;30;ICKXE
981;981;21;DGMOPTAGPBUGVIL
982;982;42;EDQFWGXMIQLRREURB
983;983;12;RACBZHZAG
984;984;22;GZRWPCQGHX
985;985;48;LUOLDGEVPQAZ
986;986;22;VHNOAXJVCJTEEO
987;987;22;GEFMD
988;988;20;HYYEQODZQH
989;989;15;KRZDNRYKSUVRSTKDXG
990;990;48;SAPZSAFYPWFCMNQS
991;991;27;RZPZKXR
992;992;29;EEGAZXDGL
993;993;6;FABLNFKMVOZPTYEK
994;994;48;GZHTCKKLJWLMJ
995;995;34;FBBHUFLTCXOKAROWXYWJ
996;996;5;GUSMWWKHGXLBDWAC
997;997;19;GBVOCCQKBPU
998;998;33;OQXUNXVAPVZBKQ
999;999;42;VFPOVSMM
1000;1000;50;MFKHYN
1001;1001;48;AUTIQNZBUMPYVELDARS
1002;1002;15;COLST
1003;1003;32;GOUIGGQEI
1004;1004;8;WTOPU
1005;1005;33;HFORXE
1006;1006;34;YOABJXIZI
1007;1007;23;TFEPZVZUWXTNKD
1008;1008;39;TWGGYUIAMWZJQVYOFRRR
1009;1009;46;QPMOZOIIBG
1010;1010;32;KOGFRRGVJSULJXOPO
1011;1011;24;APUVNHZNNZ
1012;1012;17;QJIKWWJAPFZ
1013;1013;41;ISINRXPGIX
1014;1014;43;XVRKLHOKPSSCJZMSJ
1015;1015;33;RJNATQWFEJXCDFYRDYJI
1016;1016;41;LUONUNPZDOOLBKDHOT
1017;1017;27;QGZNYRNDKUGPLHPDTGCI
1018;1018;47;EUKPMFP
1019;1019;50;ZDRDAWRLPXMNDAA
1020;1020;16;ZFAIHOXRTLC
1021;1021;14;JNBQSH
1022;1022;22;FBWMUN
1023;1023;31;NKSISVXAZU
1024;1024;26;YMCERRXIJOWLJSIGVYRS
1025;1025;26;SIFWPBKUUJSCUC
1026;1026;25;PDZMEO
1027;1027;17;VAETHBQXJ
1028;1028;28;LRRIVJMFMJMEHKM
1029;1029;43;FQDQZSOOREITCOLMRQT
1030;1030;4;YZZXNMKLZ
1031;1031;24;HMLPHLKZWKXTH
1032;1032;7;LASNVRKBZFUGOZK
1033;1033;7;DVMYBGPGKL
1034;1034;38;LWFYUAITBNOILI
1035;1035;39;DZDTZABZRLY
1036;1036;7;AAPPGALGOLHHJPKZD
1037;1037;30;MPXJOJBOVKLQKQZZQAR
1038;1038;32;NDMRKNRZTKMZJHBYB
1039;1039;25;AIGVRZQTARJQBUJMIB
1040;1040;36;KDSHGGF
1041;1041;25;PQRGUFMKPQGZSQWKXPEY
1042;1042;24;JZDAQEDWRFKXXZ
1043;1043;10;SNBZCKPLKETQKJEKCBEB
1044;1044;48;NXKJHJJEUTQ
1045;1045;45;LXFVTLIOPSIAZZHPZJO
1046;1046;44;UNXAK
1047;1047;42;WUCZOXAPGFXA
1048;1048;22;AEHMBLACTIKMWVYH
1049;1049;10;YLGTJWUAHGOOULOYHUI
1050;1050;22;RCJULBK
1051;1051;32;DEVVRWSAUSGZDHAZIH
1052;1052;2;XATLENRSKVKD
1053;1053;18;TCNCLKPOIDMRJDJ
1054;1054;3;SWQIHHZ
1055;1055;26;OLDLEZXRHNN
1056;1056;25;VTEKWLMKSKEKIY
1057;1057;15;VDVJLRWAQBN
1058;1058;42;HWGCK
1059;1059;38;RWPWCMFTLDYLBVMNUO
1060;1060;32;WBFDELLQWY
1061;1061;50;GQUKIVLPOXXSWEAAGNJF
1062;1062;49;GYPSBCSEDWQMJ
1063;1063;12;LSGUFEYQSDAQQXTDTQKG
1064;1064;3;FVTGOLYJQMHVSEGP
1065;1065;44;LCPTUUYATIHIPQHSOCZ
1066;1066;22;LTJYUWCIK
1067;1067;6;GHFACQVJQAKBV
1068;1068;4;HWHIDUXAVCULLXMDWE
1069;1069;13;UGKOLOOWQDSRI
1070;1070;39;YEYJFSRSAWQRQXZFGQ
1071;1071;10;TVEIHCMWWXMFJAVINBSI
1072;1072;12;VEKPVQDDESGAXZ
1073;1073;19;TBRQASY
1074;1074;39;ANPJQCGC
1075;1075;11;RSRKUH
1076;1076;50;SVHKRZGRPGKGE
1077;1077;12;WCYIGVRIP
1078;1078;23;SAEVCDTOYUDW
1079;1079;24;VQDZRAJYXFTIGSXTGDCR
1080;1080;25;OATKICYJBK
1081;1081;1;MYKLWUUPKRHZREUA
1082;1082;5;HTTVQSXEWATFOUOS
1083;1083;3;WGAMGHFEA
1084;1084;20;MGHWABS
1085;1085;49;NRICPFLTVKIGISJBD
1086;1086;27;ZHFUXTNPYIKCM
1087;1087;14;RUBXSRMDD
1088;1088;12;UCCEXLCTZTTNXKNEHIKD
1089;1089;18;RLWUWTRLCYZR
1090;1090;47;AVXKFAAOTGBLOCFTKHLF
1091;1091;10;JBRBMTZZ
1092;1092;22;HGDIFLVL
1093;1093;2;YAJHBHXJOFABWJDXDSX
1094;1094;24;REHUQASWBOUE
1095;1095;9;PYMEHRTBASP
1096;1096;42;ACEYCCKZCTEIBVGLR
1097;1097;33;FPLCFXLRUEIEGAGLNDZZ
1098;1098;42;LDLEBOETN
1099;1099;22;JSYYQFPHW
1100;1100;37;JNCFBEKDATXS
1101;1101;27;LQMJPUFOMYLHTSQP
1102;1102;46;HMTPBIQDGOAOCSCQ
1103;1103;17;YHFELNLGB
1104;1104;50;RHMQMULJBVPJKZVKOYS
1105;1105;14;EIVXHLKQF
1106;1106;43;HRXRD
1107;1107;23;ZPTPPWXYZDXKXHEKWM
1108;1108;2;LJCYGUDWPIW
1109;1109;37;DJNKTMXE
1110;1110;32;XPCQXF
1111;1111;18;EGDNKTHOFXNEVE
1112;1112;11;MMMALKGARDZAXU
1113;1113;7;YUYLWDRDWEEATG
1114;1114;10;VREXC
1115;1115;46;QWWJJVCOFJNYY
1116;1116;50;EZQIXQ
1117;1117;23;SRTTGSTAXVUOUDBBOZIF
1118;1118;25;MAXNJELIKZQDLMKURGMP
1119;1119;36;QWXJTT
1120;1120;39;FUYKLN
1121;1121;7;MIIVLS
1122;1122;22;QMFEORWGM
1123;1123;15;NBTBLHSMQOOECGR
1124;1124;43;KHGVYKNJOC
1125;1125;17;FLZYVXTXCMPHPKN
1126;1126;36;EBWXMTNPTNXKWDNL
1127;1127;15;EAIJNG
1128;1128;4;ICRBUDMSWXHK
1129;1129;37;QZGHJLTPLLPGALESMDOP
1130;1130;28;PHQXGCDQYULH
1131;1131;45;YICXOJBTAKJUQ
1132;1132;4;OOJSV
1133;1133;41;MRNTDMWKAUT
1134;1134;26;MNLYRSZCZUSTUXJSFW
1135;1135;5;GOPJWRD
1136;1136;44;WVMOBZ
1137;1137;31;QSCGOCUM
1138;1138;35;TEIRHTIHGHQJHGH
1139;1139;1;KNCPHEC
1140;1140;22;OBXLLQNLHFKWQP
1141;1141;20;OXAGEEYAUPHDZIUPDPRY
1142;1142;9;PBBSINY
1143;1143;41;HTGBYVGOEVGOLQU
1144;1144;41;HDZGCVRMXYGXJALEDXY
1145;1145;50;CEURMAM
1146;1146;38;ZSDFOX
1147;1147;6;ZEXGIACK
1148;1148;7;THHGMFKBZZO
1149;1149;47;AIWKYOSGDDQPNRO
1150;1150;23;BWSAOQURIDSRS
1151;1151;32;RHQZDZSYBI
1152;1152;24;QFIWWVRX
1153;1153;10;IRFTBPISBAJIQACCQNKQ
1154;1154;30;USJGIFHWFT
1155;1155;37;OTAZT
1156;1156;15;VEGYWTOZYOTYICWC
1157;1157;27;TGOMIBS
1158;1158;6;GDTNPGBLBY
1159;1159;7;PLQOZEGXIJYYXXHD
1160;1160;10;AQFAPCHTQBEWHJACAKRT
1161;1161;35;UJMQQM
1162;1162;27;EUEXCFOWMJQCWL
1163;1163;16;BDDAQ
1164;1164;41;AFEKRY
1165;1165;46;NWVCBHIEZDYHLHBQAFGX
1166;1166;32;QSOMYWLZXKGKTJJRX
1167;1167;44;YHSMHKY
1168;1168;26;ANBZXE
1169;1169;39;GRBETBTFD
1170;1170;16;TOPWYWCRYUNAVKC
1171;1171;29;HEEYYNRHHHBTIZVAKBCC
1172;1172;9;KYDPSRBEOYINEJZ
1173;1173;21;CPLQPROETGBFHXNIBEVF
1174;1174;35;EAOEIKRIILTAAF
1175;1175;1;KPQTASLQGJHSLOPAYNF
1176;1176;5;EUVODXWWMBJMOQT
1177;1177;26;UZMZHUA
1178;1178;39;BZPRXHXQNGNNX
1179;1179;17;MFQXB
1180;1180;11;NMCKSIRHBSSBWOQKRJR
1181;1181;24;RVJRHBE
1182;1182;14;ZYRGDKGQQ
1183;1183;27;UJHTHWBRRS
1184;1184;44;ALGMYCOIELYXA
1185;1185;21;SYGWAGTDGHSHIOWO
1186;1186;14;GUXDUOGCFNCVDGV
1187;1187;45;RDRHVSXHJTOWFYJM
1188;1188;36;XVWYQJJGJRYQJUTBI
1189;1189;44;BVXHEOOOWOXAWWEOKP
1190;1190;30;PXIKRSRAEMSAFH
1191;1191;50;CPTJPSUPWOBDEKVLWPYS
1192;1192;37;VRUDCAOMF
1193;1193;19;NZVVJYIIVF
1194;1194;49;RDQSZKNN
1195;1195;28;WTNXEUBMCABND
1196;1196;25;DPSFIY
1197;1197;23;OVTDMTX
1198;1198;32;KYQACQJCAKPTD
1199;1199;25;CFPQPLYTMNR
1200;1200;34;TSKROSWAECGQC
1201;1201;49;BIPWQXGRLROWKTHWCY
1202;1202;8;FYEWQNMXTQJJGMVHN
1203;1203;19;RTIBOOIUTZHNJIDXR
1204;1204;1;RMGKPRCGFMTWVCTOIUUA
1205;1205;4;SDVEZVWCAQEBAOPV
1206;1206;17;FRYSBIFZXFUHFCAD
1207;1207;12;KWWFICTLXJAM
1208;1208;16;KKBVYGV
1209;1209;48;NZGVOBLUQSRVE
1210;1210;24;KDLIWZVBTZLVUVZAL
1211;1211;41;FCLISJ
1212;1212;28;WRVGZGTUPWYNXSACJN
1213;1213;39;XTMBTVAV
1214;1214;39;MQISXRBS
1215;1215;48;ZKZNYF
1216;1216;39;FMDICHTFSQOATUJCKCD
1217;1217;23;FQZIAIQMJNEFFRICIOG
1218;1218;48;ACWNIWBT
1219;1219;14;XUYWVWXHLTIT
1220;1220;48;FPNIVALLNFUODQOHYSE
1221;1221;23;NOAUH
1222;1222;39;HFVNF
1223;1223;46;RJAJLWVTHABMDCWS
1224;1224;49;SFJBRFLBOWR
1225;1225;18;MEFFXKSKJICJUQGH
1226;1226;36;BYDKQELJFFJKYTAASDEO
1227;1227;11;VIEGAPQ
1228;1228;13;FYLHFTEGERJWFAYFYQD
1229;1229;19;QCAWIYGKIMQWRZI
1230;1230;32;VJGGOWGMGTCKVPTSXEV
1231;1231;1;TXJCRKPQORBZ
1232;1232;46;XOYIRYNLKU
1233;1233;25;WDDSJNQFMKASBMSJOHHI
1234;1234;1;RRMUMBBLSCTVXKIWF
1235;1235;49;PCTKSKMRGKKXFO
1236;1236;4;NIIFMRQCKMUMAP
1237;1237;43;PPTIPDVIJFZID
1238;1238;28;YMAYQAKZOEVNPTKMYD
1239;1239;30;ZGEOPQPVARFLDFZAR
1240;1240;10;ESMXDSPYPPGWQTWL
1241;1241;4;WASNQJLFHW
1242;1242;23;ZTDPSRTB
1243;1243;27;BIGWOWN
1244;1244;26;ISVHZQWSPCMFBXCPOE
1245;1245;25;QDRKGPUMB
1246;1246;44;CEMYY
1247;1247;27;DJXMQYHUKNNQABF
1248;1248;47;WGQUYCGIYATSJIGZHHX
1249;1249;13;MYQCFTRQTAFW
1250;1250;32;THOAMDWNWTADVRNC
1251;1251;48;YDYONXTDFNHU
1252;1252;20;QFZDK
1253;1253;48;UQCWJJQGMWNGKKYRM
1254;1254;30;VJYEAML
1255;1255;18;CJNZGJWSS
1256;1256;18;KYIDFHSO
1257;1257;27;YNJVELJ
1258;1258;13;RFLWR
1259;1259;37;MZAGOYSLIUPUCNEOJM
1260;1260;9;NLKJK
1261;1261;31;TEJKYHXRHKF
1262;1262;48;UBULBGG
1263;1263;5;YTOHNDNI
1264;1264;37;JXERPTDJKVXZXTJ
1265;1265;35;YGJSDXLCVFAP
1266;1266;21;SXFXXEGIHSNE
1267;1267;30;HLGKTIRJTAIZ
1268;1268;26;WOZIGR
1269;1269;35;YOSQEJDJHLXDLZEY
1270;1270;17;XOHOIEAGLOVHIOBUIA
1271;1271;40;GLSJH
1272;1272;32;FNYUUTIMZXIKPPXKJ
1273;1273;35;NUALDMJKWLLBFKRRDG
1274;1274;16;WYJMESNEZB
1275;1275;4;JLFBMULQBGXZ
1276;1276;1;ZXTTPHKON
1277;1277;14;XZXPMVVFXBKFADG
1278;1278;29;MMCYSJEJPSGV
1279;1279;48;YGKNOENSR
1280;1280;44;VYCKFDOMGPWMLDFLP
1281;1281;42;WTUVO
1282;1282;16;FIFDK
1283;1283;2;HHWYBVI
1284;1284;23;MXHTWBMUPDB
1285;1285;43;AQCDKVPEHAWCH
1286;1286;50;ZRGMDNBDKMIBPLZIFPFG
1287;1287;34;NYKPZQOYUQNGSSLFIOZ
1288;1288;31;QOBFQMO
1289;1289;4;YCFUZAAGH
1290;1290;44;WTQEXCSQMACZGCWMAYMA
1291;1291;32;JXKUYVZLFHJ
1292;1292;17;BKHOHMDABNVIBXEWKN
1293;1293;12;FADLZSQDDXTM
1294;1294;26;FTNYPRJNOGT
1295;1295;2;KWRZKCOGHUZB
1296;1296;15;FQLGDZIB
1297;1297;17;KUPCC
1298;1298;41;VQYNNBBUSBTTOP
1299;1299;28;TDGDZNWXVZDURWNBVWPB
1300;1300;2;HDQTBHWDRIX
1301;1301;5;JWMJUE
1302;1302;31;ZUKVVQAODNEV
1303;1303;41;NNUBBMFIKWLO
1304;1304;23;OMMVPML
1305;1305;12;URUUHWPPGWXODGN
1306;1306;13;MGCHFOHAPZPEVK
1307;1307;10;TZRQWZBKEJA
1308;1308;5;RGBYWKXPRISGWHGWZ
1309;1309;33;NDKWSCZN
1310;1310;30;YTPHUSKSXQ
1311;1311;27;OCQOUSTNFRC
1312;1312;33;ZIIPX
1313;1313;17;GTYMCN
1314;1314;10;CRZDAEBLHL
1315;1315;10;DSEWIHSBJGLXQYTZ
1316;1316;40;EVKSPCRCH
1317;1317;27;YROVUH
1318;1318;49;IZACRCVVSMCXC
1319;1319;3;OVDLIYFAPMQE
1320;1320;17;VQDGV
1321;1321;20;PMXISYRYL
1322;1322;21;KXFMAVLOBZYLKM
1323;1323;3;JLOUPFLUEPTAIOGAN
1324;1324;4;XZWDJNE
1325;1325;29;MSPNXIAVHBKPU
1326;1326;44;DPVPKGJ
1327;1327;27;KXVFCWGCIUZW
1328;1328;29;NOTIB
1329;1329;13;BWPYPN
1330;1330;47;WMGDONOSVFOG
1331;1331;18;RHKSWZLWZMURK
1332;1332;36;CFTCLQ
1333;1333;18;PDLNGRE
1334;1334;36;HZHGG
1335;1335;23;BXVZGURGDALJQ
1336;1336;42;RZNTAOPI
1337;1337;22;RGQYIFKAD
1338;1338;50;JGTRPRIMQQMRXGMXSHWR
1339;1339;3;FBWSQIDADYAJC
1340;1340;45;KFYDFYNEOJJSYMBOHHIF
1341;1341;13;XIDMNTHFDAZOKEPD
1342;1342;43;HLZJVDLJEAI
1343;1343;40;BEZYAPQDKNMANEPSEDS
1344;1344;11;UZHTDEENITPQWMXHVZOW
1345;1345;6;BVNFXBDT
1346;1346;28;TSKJAHRFEK
1347;1347;44;LMCPUATHGD
1348;1348;41;QDCOVBYVTKBLXQUSPLL
1349;1349;32;OYFKHAOALOTTCYVAKFUE
1350;1350;32;BWGXUZPV
1351;1351;45;AIXYWKYQLXEIYOX
1352;1352;28;EBEHPEEBVDHHCLWT
1353;1353;16;KGVCGSPBBEUMRMTNI
1354;1354;5;RDKCGNKIFFTZPA
1355;1355;30;EWXSL
1356;1356;20;XVZRCZZFIL
1357;1357;24;RRRPYGXB
1358;1358;47;SQCLTP
1359;1359;22;SYHZXAPTTPIFGTHHOBEG
1360;1360;19;RNNJLUVBWMPKPB
1361;1361;10;MBFZPJWCFPEF
1362;1362;21;SFLLBQVUIONZCI
1363;1363;31;GIPIVRDLFHIAGTCOW
1364;1364;41;PWOIETRDGWGUH
1365;1365;11;INIBPFKGRCUAIJPTN
1366;1366;46;FJUXU
1367;1367;25;UJVYMWVO
1368;1368;35;JRFBPJAWCX
1369;1369;15;FRFFVWKVVGWJMUBJ
1370;1370;16;LFXXWV
1371;1371;28;ZVFPQXDP
1372;1372;38;NHSZGKGHMQPQMJ
1373;1373;41;SVKJCEPXMCSPV
1374;1374;22;BFKNRSRKJD
1375;1375;34;SQJDZZLARBPIWM
1376;1376;45;IIIGIKI
1377;1377;50;BGUKIOGZQLKCGJN
1378;1378;50;ENVCDKAPRDZJPJPHYS
1379;1379;25;WJPIXUIDLSOA
1380;1380;18;GRREUA
1381;1381;45;AYAAUDPKFJIE
1382;1382;12;VCMORRKGB
1383;1383;45;ZGHRTF
1384;1384;36;ADTBONVVIRHAO
1385;1385;23;JALBBIGNEJCN
1386;1386;33;GFYQARA
1387;1387;48;DCZQEU
1388;1388;27;FTAYZYXRLMRNJRXCGDX
1389;1389;29;TCAKS
1390;1390;7;AGWRMPXMOFG
1391;1391;22;RBPDNMRHR
1392;1392;15;RKOSZGFZQT
1393;1393;50;EWFXGKUKLX
1394;1394;38;GSEKZKYNWHEW
1395;1395;6;GOQUOY
1396;1396;13;WQWRBARSTJDEWQCQJM
1397;1397;49;WUDDNLFLOIB
1398;1398;27;VUERN
1399;1399;11;BAVPPIBBNWRQUFAJ
1400;1400;34;WIDGOHJSUIJFIB
1401;1401;32;PMBCICDYOLIDJ
1402;1402;31;YMYDVLTVT
1403;1403;22;TYPBGFAMI
1404;1404;50;FCIUCEVAJVIBCODAGE
1405;1405;11;NZHDYEGBBTFHHKYMMERH
1406;1406;35;QBHDMPILKRQ
1407;1407;45;ENNSACVPOAMZTY
1408;1408;8;DOGDFIHPVRIRHTSPDO
1409;1409;11;XUIUAVFKQOFEZOBHN
1410;1410;12;LQXEBKRWKDXOMORRN
